20
5 4
1000 500 900 300 500 
1 1 1 0 0 
0 1 0 0 0 
0 0 1 0 1 
1 0 0 1 0 
5 4
700 300 800 600 200 
0 1 0 1 0 
0 0 1 0 1 
1 0 0 0 0 
0 0 0 1 0 
5 4
200 200 1000 400 600 
1 0 0 0 0 
1 0 0 1 0 
1 0 0 0 1 
0 1 1 1 0 
5 4
900 200 700 400 900 
0 1 0 1 0 
1 0 1 1 0 
0 1 0 0 1 
0 0 0 1 0 
5 4
500 900 300 600 400 
1 1 0 0 1 
0 0 1 0 1 
0 0 1 0 1 
0 0 1 1 0 
10 8
200 300 400 500 600 500 400 600 700 200 
1 0 0 0 1 1 0 0 0 1 
0 0 1 0 0 0 0 1 1 0
0 1 0 1 0 0 1 0 0 0
1 0 0 0 0 1 0 0 1 0
0 0 0 1 0 0 0 1 0 1
0 1 0 0 0 0 1 0 0 0
0 0 0 1 0 0 0 0 1 0
0 1 0 0 0 0 1 0 0 0
10 8
600 200 1000 200 900 600 500 600 600 600 
1 1 0 1 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 1 0 
0 0 0 1 0 0 1 0 0 1 
0 0 1 0 1 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 1 0 0 
0 0 0 1 1 1 0 1 1 0 
0 0 1 0 0 1 0 0 0 0 
10 8
700 900 300 900 500 100 800 1000 600 900 
0 0 1 1 1 1 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 1 0 1 0 1 0 
0 1 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 0 
0 1 1 0 0 1 0 0 0 0 
1 1 1 0 1 1 0 1 0 1 
1 0 1 0 0 1 1 0 0 0 
10 8
400 200 100 600 1000 900 800 200 500 600 
1 0 1 1 0 1 1 0 0 0 
0 1 0 1 0 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
1 0 1 0 0 0 1 1 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 1 0 1 0 0 1 1 
0 0 0 0 1 1 0 0 1 1 
0 0 1 0 0 1 0 1 0 0 
10 8
100 400 800 1000 200 300 200 200 500 400 
0 1 0 0 1 0 0 0 0 1 
1 0 1 1 0 0 0 1 1 0 
0 0 0 0 1 0 0 1 0 0 
0 1 1 0 1 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 
1 0 0 1 0 0 0 0 1 0 
0 1 1 0 1 0 0 0 0 0 
0 0 1 0 0 0 1 1 0 0 
15 12
600 900 800 300 800 200 100 600 100 100 700 900 1000 800 100 
0 0 0 0 1 1 1 0 1 0 1 0 1 0 1 
1 0 0 0 0 1 0 1 0 0 1 0 1 0 1 
0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 
0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 
0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 
0 1 1 0 1 0 1 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 
0 0 1 1 0 0 1 1 0 0 0 0 1 0 1 
1 1 0 0 0 0 0 1 0 1 0 0 1 1 0 
1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 
15 12
300 800 1000 900 1000 1000 400 400 200 500 400 800 200 1000 100 
0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 1 0 1 1 1 
0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 
0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 
1 0 0 0 0 0 1 1 1 0 1 0 0 0 0 
0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
15 12
800 1000 600 900 800 900 400 1000 200 800 100 100 100 600 500 
1 0 0 0 0 1 0 1 1 0 0 1 0 0 0 
0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 
1 0 0 0 1 0 1 1 0 1 0 1 1 0 0 
0 1 0 0 1 1 0 0 0 0 0 1 0 1 0 
0 0 1 1 1 0 1 0 1 0 0 1 0 1 0 
0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 
1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 
0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 1 1 1 0 1 
1 0 0 1 0 1 0 1 1 1 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 
15 12
700 900 700 500 700 1000 900 1000 100 100 900 200 1000 200 200 
1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 
1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 
1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 
0 1 0 1 1 0 0 1 0 1 0 0 0 0 1 
0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 
0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 
0 1 1 1 0 0 0 0 1 0 0 1 0 1 1 
1 0 0 0 1 0 0 0 0 1 0 1 0 1 1 
1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 
0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 
15 12
600 800 700 500 100 900 600 300 300 900 600 700 300 400 200 
0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 
1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 
0 0 1 1 0 1 1 0 0 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 
0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 
1 0 0 0 0 1 1 0 0 1 0 0 1 1 0 
0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 
0 1 0 1 1 0 1 1 0 0 0 0 0 0 1 
0 0 0 1 0 1 0 0 0 1 1 1 1 0 0 
0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 
0 0 1 0 0 1 0 1 0 0 1 0 1 0 0 
20 16
500 900 1000 900 300 1000 200 200 200 900 700 600 600 900 100 100 800 100 500 1000 
0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 
0 1 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 1 0 
0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 
0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 1 1 1 0 0 0 1 0 0 1 0 0 0 1 0 
1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 1 
